SAMPLENUM,STATION,SAMPLETYPE,QA_LINK,SPLIT,SPLITFACTOR,ANALYST,ANALYSTDATE,SCOPE_USED,POWER_USED,COMBO,SPECCODE,SUBGROUP,GROUP,LENGTH,SEX,ORGANISMCOUNT,COMMENT,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,6,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,6,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,4,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,7,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.445,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Bosmina longirostris,BOSLONG,NDAP,CLA,0.426,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,11,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,5,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,7,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.664,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.751,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Daphnia spp.,DAPSP,DAP,CLA,0.717,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.581,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.95,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,15,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,6,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,7,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.891,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.409,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.909,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,18,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,8,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,8,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,16,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.371,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.477,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.657,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.368,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,19,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,8,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,15,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,8,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,13,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,4,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,21,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.305,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.637,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.725,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.583,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.985,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.666,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.979,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.611,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,24,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,10,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,17,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,8,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,14,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.473,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,Damaged,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,1.952,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Tropocyclops prasinus mexicanus,TROPRASM,CYC,COP,0.625,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.229,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,5,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,4,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,8,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,4,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,7,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.942,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.678,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.609,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.548,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,1.21,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,0.949,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.413,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.138,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,1,Damaged,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.702,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.194,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.421,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Tropocyclops prasinus mexicanus,TROPRASM,CYC,COP,0.649,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.387,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.565,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.282,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.309,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.848,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.438,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.465,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.283,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.339,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.224,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.519,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,64,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,D,32,LEW,9/5/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.737,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,D,32,LEW,9/5/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,2.663,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,D,32,LEW,9/5/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,2.623,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Daphnia spp.,DAPSP,DAP,CLA,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,32,LEW,9/5/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,32,LEW,9/5/2024,GARNEAU,30X,Limnocalanus macrurus,LIMMACR,CAL,COP,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,32,LEW,9/5/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,32,LEW,9/5/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,32,LEW,9/5/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Tropocyclops prasinus mexicanus,TROPRASM,CYC,COP,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,B,128,LEW,9/4/2024,GARNEAU,30X,Bosmina longirostris,BOSLONG,NDAP,CLA,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,128,LEW,9/4/2024,GARNEAU,30X,Bosmina longirostris,BOSLONG,NDAP,CLA,NA,NA,0,,,,,,,,,,
24GM00I73,MI 19,D100,-1,C,128,LEW,9/4/2024,GARNEAU,30X,Daphnia spp.,DAPSP,DAP,CLA,NA,NA,0,,,,,,,,,,
